images/0005f7aaab2800f6170c399693a96917.png,images/000920ad0b612851f8e01bcc880d9b3d.png,images/001c62abd11fa4b57bf7a6c603a11bb9.png,images/003046e27c8ead3e3db155780dc5498e.png,images/0032bfa835ce0f43a92ae0bbab6871cb.png,images/00d7ec94436e3a1416a3b302914957d3.png
1.6756798,1.1314565,0.8090181,1.2138274,1.4110532,0.7467633
-0.5598109,0.15167402,-0.048126772,-0.2472771,0.533356,-1.7398244
-0.551672,-0.5772252,-0.7301729,-0.2622893,-0.44556338,0.44894093
-1.4243222,-0.6171238,-0.39403036,-0.13236322,-0.08445346,-0.45843047
-1.5576708,-2.3301945,-1.1131444,-1.9050964,-1.6610144,-0.3177234
0.027424488,0.07176356,-0.064492434,-0.59043175,0.065150864,0.10984088
1.2069398,0.9674951,0.1560388,0.6621809,0.9586513,-0.0018321902
-2.1475735,-2.1705549,-2.6737967,-2.0184166,-2.483485,-1.7220731
0.16909051,1.5734622,1.0220721,1.0806576,0.54931813,0.25030428
0.6620354,1.0585797,0.7267278,0.25588173,0.63767374,0.058091648
-0.9861175,-1.5301545,-0.52488065,-1.2183709,-0.7705989,-2.1397665
-1.0530254,-0.10225213,-0.62809217,0.34578753,-1.8236554,2.2099783
-0.261289,-0.2645315,-1.4588503,0.08735028,0.33799815,0.041470747
0.7477665,0.16420984,0.754693,0.86480844,0.50855243,0.43767378
-1.2732953,0.7835399,0.6081954,0.4958743,0.3978822,1.885775
-1.3304896,0.010241021,-0.2665366,-0.16304499,-0.0016976068,0.16353793
-0.37846047,0.09006073,0.49941292,-0.5311467,0.07710872,-0.0302592
0.5220303,0.5343036,0.060827196,0.17567673,-0.98930216,-0.118902355
1.471885,1.0905361,1.0730389,0.9390273,1.368068,-0.020556632
-0.6805051,-0.12934162,0.4877546,-0.17843382,-0.7732208,0.37896842
0.5128906,1.1168768,-0.75688744,0.46289024,-0.21421042,1.1531566
0.4607383,0.5772096,0.19423883,0.04695892,0.39464173,0.5040903
1.4834418,-0.2958426,-0.35827836,-0.86950105,-1.686738,-0.78998595
-0.05655608,0.18102919,-0.5345166,0.020279774,0.8263744,-0.31645736
-1.4230745,0.027979748,1.414888,1.1467831,2.0918474,-0.47312057
-0.9706198,-0.6195368,-0.22372282,0.08259631,-1.2447006,0.8857671
-1.5100199,-1.5782974,-2.3155432,-1.1997836,-1.49098,-0.82758397
-0.35839903,0.6869055,-1.6649082,-1.0731859,-0.4767818,-0.27287534
0.044312995,-0.37021795,0.78179324,-0.07593403,0.06626662,-0.33483273
1.3052664,0.23627263,0.44504827,0.05613784,0.47829053,-0.8778572
0.04767934,-0.9135005,-0.72097075,-0.8582179,-0.68738204,-1.3320167
-0.01402737,0.23771061,0.017153364,-0.16168104,-0.028024586,-0.66021246
-1.7739981,0.043265037,0.2903089,-0.46507645,-0.38016513,-0.47531056
1.3915486,1.6686888,1.018284,1.8389359,1.6511126,1.1176045
-1.2641749,-1.515815,-2.0389633,-1.4614456,-1.4171498,-1.1990047
1.2003322,1.9827956,0.82338876,1.7169803,1.8459067,0.14019196
-1.5012959,-2.8572445,-0.4613826,-2.3072674,-1.6184644,-2.61773
0.19438702,0.8620111,0.85493195,0.43839827,1.3964192,-0.8662414
-0.03936319,-0.30544642,-1.2124467,-0.48092663,-0.3885024,0.30018353
1.0113221,0.9937288,1.4178048,1.6587197,1.746863,0.8260252
-0.930422,-0.63308835,-0.6965953,-0.1396462,-0.9910097,0.65977687
-1.4148817,0.028846797,0.43809834,0.1824128,-0.9234606,0.88363326
0.029684685,-0.16126393,-0.11652157,-0.6942861,0.27057213,-1.1400837
1.1285393,-0.82829523,-0.45807472,-0.13914672,-0.3888434,-0.501179
-1.0996544,0.054715473,-2.12863,-0.1878686,0.9061727,-0.10674667
-0.5216189,0.6384177,0.40365586,0.40634075,1.3707099,0.014609917
-1.1911502,-1.659089,-0.87825197,-1.1871138,-1.6688023,-2.1388366
-0.00062779704,1.1662016,0.8719003,0.85180616,0.9717553,-0.009407722
0.25146654,0.6301728,0.2928025,-0.074934356,0.7203794,0.52419007
-0.40250093,-1.0144876,-0.9475603,-1.3077301,-0.4333698,-1.4001844
0.61430806,1.7082708,2.2133207,1.4790334,1.1311793,0.4501411
-0.19609977,-0.18195489,-0.18006052,0.08814837,-0.11909329,0.56384385
-1.1290236,-0.6601131,-0.80654484,-1.0728711,-0.87122434,-0.8904956
0.3553084,0.028770225,1.9572068,0.95372677,0.88440967,1.1263154
-0.57830685,0.5251961,0.9329416,0.3502394,1.0625958,0.35755002
0.52718604,0.09440377,0.47420415,0.50340575,1.1023953,-0.16218247
-0.7582523,-0.5051796,1.6112105,0.6259922,1.3386757,-0.6713834
-0.06824885,-0.054441415,0.081161276,-0.22773874,-0.1364483,-1.4027696
-1.0350434,-0.46661144,-2.3264146,-1.5344665,-1.9794167,0.1027484
0.52863306,-0.29028147,-0.8637401,-0.66993606,-0.38313764,0.2336868
-0.17434241,-0.08754353,0.30875254,0.47250992,0.70795095,-1.2963307
-0.12043681,-0.5329256,-0.54697293,-0.683754,-0.5162307,-1.2332541
2.2802837,1.5547034,-0.6679087,1.066888,0.91577554,1.6890494
0.29850125,1.0125842,-1.1706799,0.059762906,-0.0011467797,0.47779748
-1.4005934,-0.05605112,-0.2596464,-0.46450952,0.30909207,0.1747186
0.18006963,-0.21972321,-0.8705524,-0.071979456,-0.52706265,-0.08350745
1.5600795,1.7575387,0.32029715,1.901043,1.4559424,2.0654135
0.12579195,0.40653136,-0.09155217,0.22785951,0.359219,0.2690008
1.0207806,-0.010167744,0.030395903,-0.7364683,0.029511755,0.10714015
-0.5106588,-1.903196,-1.4343898,-0.8614902,-1.495089,-0.19392407
0.48619595,0.5784445,0.30434293,0.4373557,0.47910035,0.55038345
-0.42810044,-0.6042679,-1.0623374,-0.91069686,-1.1817195,1.3986546
0.68099374,0.4999998,0.97569376,0.34020552,0.6403936,-0.31900343
0.21939796,0.116824314,0.9746031,0.1365035,-0.80966794,-0.10564574
-1.2406515,-0.6860729,-0.008759748,-0.4362483,-0.45504788,-0.5199393
1.6363031,1.2417125,1.1877424,1.5804342,1.2123252,0.8618527
-0.47994044,-0.033757363,0.28612807,0.13766056,-0.3831984,0.92349696
1.0356599,1.3555713,1.1772118,1.6416917,1.7216763,1.3824749
0.2888858,-0.092900194,0.3398916,-0.45060778,-0.4206455,0.25342664
-0.6290333,-2.0667636,-2.689891,-2.196775,-2.8523388,-1.1656635
0.46211094,0.01592163,-1.2270105,-0.39425656,0.17520528,-0.8305855
1.650915,0.7840184,0.63597494,0.5681835,0.18818852,-0.38490635
-0.9318984,-0.46938148,-0.45017585,-0.5986212,-1.1146048,-0.91908413
0.076739766,0.2279981,0.21500847,0.6293757,-0.43497226,1.1896456
0.6686217,0.67717594,-0.30818057,0.020947183,-0.15413278,0.16435282
-1.0674319,-1.006498,0.06565203,-1.0128027,-1.3014088,-0.5404191
-0.19480635,-1.2842544,-0.81238157,-1.9406406,-0.9068885,-1.7841645
1.0540469,1.7122144,1.5732,2.265369,1.4395919,2.6091444
0.8151528,0.3449458,-0.6542135,-0.26406547,-0.090665884,0.5960938
0.14932439,-0.94135183,-0.8224107,-0.72318333,-1.3704517,-0.2639047
-0.10399875,-0.51596385,0.08462168,-0.48202056,-1.2328175,-0.66906464
-0.58074796,-1.1026073,-0.57393557,-1.0771931,-0.055944182,-1.5300261
1.483519,1.2462406,0.060641043,1.4614289,1.3528683,1.0915617
-0.5648037,-0.7692762,-0.28263423,0.14104389,-0.70798665,0.2452764
-0.49507007,0.3291409,-0.26246628,0.42378184,0.044165615,-0.0134914825
2.1715956,1.0540121,-1.5295465,-0.70189995,-0.22570367,-0.31218797
0.5473533,-0.21166204,0.10127929,-0.84913194,0.23574941,0.16053508
1.2257454,0.81130254,0.49097142,0.72015834,-0.066485815,1.4941438
0.0071840086,-0.7062842,0.37209117,0.2881772,-0.50560766,-0.118603535
1.3761506,1.9858203,2.28525,2.926931,2.9304478,1.2071818
0.30352694,0.24628745,0.720954,0.95817983,0.8146089,-0.15851048
-0.54034597,0.33656773,0.5685397,0.30757478,-0.19088088,-0.39006266
0.15841572,-0.083771974,-0.30824724,-0.5209937,-1.6852249,-0.6135183
-0.72663,-0.41538507,-1.1244217,-0.6730784,-0.22335048,-0.8274192
1.2090125,0.23437929,1.5640236,0.28067604,0.50472414,0.020180518
0.42848158,-0.061011117,0.2738002,0.005965656,-0.7266263,0.02459453
0.67232007,0.65316844,1.1173561,0.9242725,0.9234764,0.54688424
0.42779315,0.08723948,-0.98835886,0.15730144,-1.1843812,0.75712633
-0.822688,-0.98323756,-0.52570933,-1.2185558,1.0873653,-2.4976456
-1.2489485,-1.1967473,-1.573567,-1.2854763,-1.215752,-0.4969892
0.18999557,-0.118275225,1.3173627,-0.26985243,-0.39880386,-0.9101489
0.84271795,0.5914117,0.690692,0.16484419,-0.09091199,0.29411873
-1.1627715,-1.2713094,-0.3264871,-0.5326788,-0.91705704,-1.0751789
1.7350326,-0.7200436,-0.18335792,-1.3916627,1.1197922,-0.7531997
2.1354136,1.5356162,1.8469634,1.8309052,0.80357367,1.1367648
-0.3335963,-1.1774415,-1.3941379,-0.41658577,-0.16527899,0.58969015
-0.30717054,-0.42312613,-0.51418835,-0.292002,-0.7107147,0.016122278
1.096347,2.4229019,1.1426854,1.8326688,0.164413,2.0261433
1.4151626,1.9330231,1.727028,2.3626945,2.0895598,1.5122321
0.023014804,-0.13321075,0.60750943,0.5755247,0.17962037,0.19320281
-0.25541812,-0.22190784,0.44216618,-0.028532423,0.06852575,-0.07828467
-1.0681146,-1.9353887,-1.6730908,-2.0132968,-1.5333699,-1.9997444
0.9874328,0.8104121,1.1439521,0.0330301,1.8670806,-1.0521661
-2.4250271,-2.745768,-1.8858714,-2.1353748,-1.7228509,-0.8149503
-1.0519227,-2.0262551,-1.3173002,-1.6530993,-1.4344668,-0.81030697
-0.47034362,0.1741753,0.5136027,0.13923743,-0.13772368,-0.11348175
-0.21022646,-0.9459604,1.2246271,-0.2872174,0.7097303,-1.3413756
1.3296546,0.9457517,0.9973622,1.3014472,1.0721608,0.15006556
1.1414294,1.8379239,-0.6584911,1.024679,-0.063667685,1.8124992
0.74988854,0.49821442,0.9801749,0.87645864,1.7799059,-1.8644501
-1.8822068,-2.2228765,-0.41913188,-2.3429,-0.7931815,-2.666274
-0.60480624,0.02169834,0.57321274,-0.15162565,-0.6411524,-1.1682456
0.39562935,-0.847787,-1.1047876,-1.1625551,-1.1525416,0.18605205
1.213423,0.72632337,1.3974466,0.8529404,0.37728998,0.17443638
-0.68044126,-0.04533868,-0.47054365,0.20499448,0.34753576,-0.8660589
0.9061544,1.2983391,1.5875258,2.2551353,1.3142548,2.5940926
-0.25376475,0.40227017,0.44630042,1.002713,-0.48006535,2.6825895
-0.6885257,-0.4532065,0.61594146,0.15357397,0.4816984,-0.99749863
-1.0571394,-0.69943887,0.15398657,-0.73448646,-0.66066945,-2.5696282
-0.007286568,0.37297073,-0.7192363,0.50510323,0.6347065,0.4369753
1.3813086,0.334939,-0.26137903,0.18180887,0.6468406,0.5685041
1.3396243,1.1259434,0.7149198,0.5148489,0.8938821,0.86174244
-1.7904319,-2.5649724,-0.8053321,-2.6015084,-2.1890967,-1.8570995
-0.091713056,1.0014454,0.8807329,0.56162643,0.9688066,-0.41678038
-0.092407376,-0.5309214,-0.12895541,-0.5981344,-0.035425514,-1.3200731
0.74385506,1.0751553,-0.015390916,0.2265961,0.43602377,-0.11957623
-0.4090769,-0.84793615,-3.1348424,-1.7774004,-1.6482373,-0.44385964
0.4881474,0.3154919,-0.06200109,-0.043809764,0.5451647,-0.7223732
0.77569664,1.183155,0.4813439,1.2829926,0.1238393,1.2069838
0.055516582,-0.11661885,-0.1489183,-0.1722372,-0.4447673,-0.10756157
1.0368513,0.35542956,1.1133552,1.0588528,2.1845407,-1.5664184
-0.0647248,-0.08225558,-0.70015997,-0.15591146,0.3211592,-1.5501015
-0.6126693,0.5694048,-0.66754234,0.56714016,0.5378557,0.14522494
1.4795939,1.0975746,0.39901662,1.1228046,-0.22515021,1.5909449
2.0537999,0.6946968,0.69849706,1.1224023,1.8659496,0.18305545
-0.4025209,-0.75536,1.0564076,-0.7937202,-0.038306054,-0.95359415
2.135456,1.9215106,-0.52208203,0.03185957,-0.75763357,1.3828939
-0.8294557,-1.4397436,-1.0376912,-1.6117046,-0.8288276,-0.6581833
